tentinh,wb_poverty,count,tax_amount
Thừa Thiên Huế,upper-middle,49891.2,5000
Tiền Giang,extreme poverty,3950.8,5000
Tiền Giang,lower-middle,15822.666666666666,5000
Tiền Giang,normal,1675108,5000
Tiền Giang,upper-middle,69075.53333333334,5000
Trà Vinh,extreme poverty,5096.866666666667,5000
Trà Vinh,lower-middle,5450.2,5000
Trà Vinh,normal,912037.0666666667,5000
Trà Vinh,upper-middle,53053.86666666667,5000
Tuyên Quang,extreme poverty,10490.133333333333,5000
Tuyên Quang,lower-middle,16193.533333333333,5000
Tuyên Quang,normal,729449.7333333333,5000
Tuyên Quang,upper-middle,48388.6,5000
Tây Ninh,lower-middle,1294.1333333333334,5000
Tây Ninh,normal,1112847.0666666667,5000
Tây Ninh,upper-middle,15367.8,5000
Vĩnh Long,extreme poverty,1694,5000
Vĩnh Long,lower-middle,4820.866666666667,5000
Vĩnh Long,normal,1000314.6666666666,5000
Vĩnh Long,upper-middle,64930.46666666667,5000
Vĩnh Phúc,extreme poverty,6701.2,5000
Vĩnh Phúc,normal,1166933.3333333333,5000
Vĩnh Phúc,upper-middle,32959.46666666667,5000
Yên Bái,extreme poverty,2071,5000
Yên Bái,lower-middle,11606.866666666667,5000
Yên Bái,normal,780186.5333333333,5000
Yên Bái,upper-middle,79770.6,5000
Điện Biên,extreme poverty,10305.466666666667,5000
Điện Biên,lower-middle,40362.73333333333,5000
Điện Biên,normal,400101.4666666667,5000
Điện Biên,upper-middle,158936.33333333334,5000
Đà Nẵng,normal,1190414,5000
Đắk Lắk,extreme poverty,18644.2,5000
Đắk Lắk,lower-middle,19339.066666666666,5000
Đắk Lắk,normal,1619307.4,5000
Đắk Lắk,upper-middle,189155.33333333334,5000
Đắk Nông,extreme poverty,9539.533333333333,5000
Đắk Nông,lower-middle,7056.533333333333,5000
Đắk Nông,normal,585868.3333333334,5000
Đắk Nông,upper-middle,56124.6,5000
Đồng Nai,lower-middle,2499.2,5000
Đồng Nai,normal,3018463.6666666665,5000
Đồng Nai,upper-middle,19872.13333333333,5000
Đồng Tháp,extreme poverty,1819,5000
Đồng Tháp,normal,1530213.7333333334,5000
Đồng Tháp,upper-middle,14184.266666666666,5000
An Giang,normal,1864324.0666666667,6000
An Giang,upper-middle,34377.933333333334,6000
Bà Rịa - Vũng Tàu,extreme poverty,1804,6000
Bà Rịa - Vũng Tàu,lower-middle,2400,6000
Bà Rịa - Vũng Tàu,normal,1123572.8,6000
Bà Rịa - Vũng Tàu,upper-middle,25882.2,6000
Bình Dương,normal,2807570.2666666666,6000
Bình Dương,upper-middle,9950.733333333334,6000
Bình Phước,extreme poverty,3181.4,6000
Bình Phước,lower-middle,3966.5333333333333,6000
Bình Phước,normal,985974.5333333333,6000
Bình Phước,upper-middle,15985.533333333333,6000
Bình Thuận,normal,1223288,6000
Bình Định,extreme poverty,27705.8,6000
Bình Định,lower-middle,19187.066666666666,6000
Bình Định,normal,1331433.5333333334,6000
Bình Định,upper-middle,103532.6,6000
Bạc Liêu,extreme poverty,4156.533333333333,6000
Bạc Liêu,lower-middle,1629.8666666666666,6000
Bạc Liêu,normal,864546.1333333333,6000
Bạc Liêu,upper-middle,21183.466666666667,6000
Bắc Giang,extreme poverty,3988.666666666667,6000
Bắc Giang,lower-middle,7577.866666666667,6000
Bắc Giang,normal,1727848.1333333333,6000
Bắc Giang,upper-middle,34737.333333333336,6000
Bắc Kạn,extreme poverty,21369.466666666667,6000
Bắc Kạn,lower-middle,34773.4,6000
Bắc Kạn,normal,211637.6,6000
Bắc Kạn,upper-middle,44577.53333333333,6000
Bắc Ninh,extreme poverty,4587.666666666666,6000
Bắc Ninh,lower-middle,6635.666666666666,6000
Bắc Ninh,normal,1522580.1333333333,6000
Bắc Ninh,upper-middle,20437.533333333333,6000
Bến Tre,extreme poverty,6683,6000
Bến Tre,lower-middle,22697.4,6000
Bến Tre,normal,1089546.6,6000
Bến Tre,upper-middle,80725,6000
Cao Bằng,extreme poverty,25730.666666666668,6000
Cao Bằng,lower-middle,41468.066666666666,6000
Cao Bằng,normal,381080.4666666667,6000
Cao Bằng,upper-middle,84934.8,6000
Cà Mau,extreme poverty,5560.333333333333,6000
Cà Mau,lower-middle,25320.4,6000
Cà Mau,normal,1044209.2666666667,6000
Cà Mau,upper-middle,72916,6000
Cần Thơ,extreme poverty,1632,6000
Cần Thơ,normal,1427291.7333333334,6000
Cần Thơ,upper-middle,19722.266666666666,6000
Gia Lai,extreme poverty,37922.4,6000
Gia Lai,lower-middle,42661.86666666667,6000
Gia Lai,normal,1320939.2666666666,6000
Gia Lai,upper-middle,209932.46666666667,6000
Hoà Bình,extreme poverty,4539.066666666667,6000
Hoà Bình,lower-middle,19873.933333333334,6000
Hoà Bình,normal,764631.8666666667,6000
Hoà Bình,upper-middle,49398.13333333333,6000
Hà Giang,extreme poverty,30088.399999999998,6000
Hà Giang,lower-middle,71312.59999999999,6000
Hà Giang,normal,647780.0666666667,6000
Hà Giang,upper-middle,134300.93333333332,6000
Hà Nam,extreme poverty,3828.133333333333,6000
Hà Nam,lower-middle,5399.2,6000
Hà Nam,normal,800859.4666666667,6000
Hà Nam,upper-middle,29229.2,6000
Hà Nội,extreme poverty,8271.2,6000
Hà Nội,lower-middle,14955.6,6000
Hà Nội,normal,8569318,6000
Hà Nội,upper-middle,113890.2,6000
Hà Tĩnh,extreme poverty,12684.666666666668,6000
Hà Tĩnh,lower-middle,18036.933333333334,6000
Hà Tĩnh,normal,1117700,6000
Hà Tĩnh,upper-middle,112672.4,6000
Hưng Yên,extreme poverty,15784,6000
Hưng Yên,lower-middle,8022.333333333333,6000
Hưng Yên,normal,1334876.2666666666,6000
Hưng Yên,upper-middle,40499.4,6000
Hải Dương,extreme poverty,8603.6,6000
Hải Dương,lower-middle,15646.666666666666,6000
Hải Dương,normal,2095790.0666666667,6000
Hải Dương,upper-middle,42366.666666666664,6000
Hải Phòng,extreme poverty,13132.133333333333,6000
Hải Phòng,lower-middle,10929.533333333333,6000
Hải Phòng,normal,1954173.5999999999,6000
Hải Phòng,upper-middle,50506.73333333333,6000
Hậu Giang,extreme poverty,3627.9333333333334,6000
Hậu Giang,lower-middle,11346.599999999999,6000
Hậu Giang,normal,605884.1333333333,6000
Hậu Giang,upper-middle,37239.333333333336,6000
Hồ Chí Minh,normal,8794113,6000
Khánh Hòa,normal,1192853,6000
Kiên Giang,lower-middle,8503.133333333333,6000
Kiên Giang,normal,1720966.7333333334,6000
Kiên Giang,upper-middle,38984.13333333333,6000
Kon Tum,extreme poverty,14106.733333333334,6000
Kon Tum,lower-middle,20687.6,6000
Kon Tum,normal,478945.4,6000
Kon Tum,upper-middle,39596.26666666667,6000
Lai Châu,extreme poverty,14877.933333333332,6000
Lai Châu,lower-middle,38121.13333333333,6000
Lai Châu,normal,341662.06666666665,6000
Lai Châu,upper-middle,78768.86666666667,6000
Long An,extreme poverty,4317.733333333334,6000
Long An,lower-middle,2629.3333333333335,6000
Long An,normal,1635531.7333333334,6000
Long An,upper-middle,31383.2,6000
Lào Cai,extreme poverty,8310.666666666666,6000
Lào Cai,lower-middle,18470.8,6000
Lào Cai,normal,633218.1333333333,6000
Lào Cai,upper-middle,94026.40000000001,6000
Lâm Đồng,extreme poverty,1725.2,6000
Lâm Đồng,lower-middle,11708.4,6000
Lâm Đồng,normal,1239394.1333333333,6000
Lâm Đồng,upper-middle,50233.26666666666,6000
Lạng Sơn,extreme poverty,5489.4000000000005,6000
Lạng Sơn,lower-middle,25173.466666666667,6000
Lạng Sơn,normal,582880.6,6000
Lạng Sơn,upper-middle,105234.53333333333,6000
Nam Định,extreme poverty,1988.1333333333334,6000
Nam Định,lower-middle,12481.466666666667,6000
Nam Định,normal,1683511.9333333333,6000
Nam Định,upper-middle,83742.46666666667,6000
Nghệ An,extreme poverty,25126.066666666666,6000
Nghệ An,lower-middle,50192.73333333334,6000
Nghệ An,normal,2720081.2666666666,6000
Nghệ An,upper-middle,219463.93333333335,6000
Ninh Bình,extreme poverty,3301.866666666667,6000
Ninh Bình,lower-middle,10883.066666666666,6000
Ninh Bình,normal,962101.4666666667,6000
Ninh Bình,upper-middle,25639.6,6000
Ninh Thuận,extreme poverty,13594,6000
Ninh Thuận,lower-middle,18085.266666666666,6000
Ninh Thuận,normal,547027.8666666667,6000
Ninh Thuận,upper-middle,38309.86666666667,6000
Phú Thọ,extreme poverty,16933.266666666666,6000
Phú Thọ,lower-middle,32743.866666666665,6000
Phú Thọ,normal,1406924.5333333334,6000
Phú Thọ,upper-middle,68431.33333333333,6000
Phú Yên,extreme poverty,12646.266666666666,6000
Phú Yên,lower-middle,4293.333333333334,6000
Phú Yên,normal,809194.8666666667,6000
Phú Yên,upper-middle,34005.53333333333,6000
Quảng Bình,extreme poverty,29207,6000
Quảng Bình,lower-middle,16088.2,6000
Quảng Bình,normal,741055.3333333334,6000
Quảng Bình,upper-middle,31212.466666666667,6000
Quảng Nam,extreme poverty,6299.4,6000
Quảng Nam,lower-middle,24958.466666666667,6000
Quảng Nam,normal,1386489.6,6000
Quảng Nam,upper-middle,66893.53333333334,6000
Quảng Ngãi,extreme poverty,12260.266666666666,6000
Quảng Ngãi,lower-middle,22205.86666666667,6000
Quảng Ngãi,normal,1074301.2666666666,6000
Quảng Ngãi,upper-middle,83798.6,6000
Quảng Ninh,extreme poverty,10715.933333333334,6000
Quảng Ninh,lower-middle,3514.2000000000003,6000
Quảng Ninh,normal,1328223.6666666667,6000
Quảng Ninh,upper-middle,12931.2,6000
Quảng Trị,extreme poverty,6234.066666666667,6000
Quảng Trị,lower-middle,9512.066666666666,6000
Quảng Trị,normal,614855.1333333333,6000
Quảng Trị,upper-middle,35956.73333333333,6000
Sóc Trăng,extreme poverty,1410,6000
Sóc Trăng,lower-middle,13935.466666666667,6000
Sóc Trăng,normal,1043784.9333333333,6000
Sóc Trăng,upper-middle,53566.6,6000
Sơn La,extreme poverty,54089.53333333333,6000
Sơn La,lower-middle,93516,6000
Sơn La,normal,906154.6666666666,6000
Sơn La,upper-middle,201245.8,6000
Thanh Hóa,normal,3557610,6000
Thái Bình,lower-middle,1056,6000
Thái Bình,normal,1581416.6,6000
Thái Bình,upper-middle,45764.4,6000
Thái Nguyên,extreme poverty,1332.8,6000
Thái Nguyên,lower-middle,2028,6000
Thái Nguyên,normal,1238137.4666666668,6000
Thái Nguyên,upper-middle,51509.73333333333,6000
Thừa Thiên Huế,extreme poverty,7736.866666666667,6000
Thừa Thiên Huế,lower-middle,14531.066666666668,6000
Thừa Thiên Huế,normal,1068303.6666666667,6000
Thừa Thiên Huế,upper-middle,47203.4,6000
Tiền Giang,extreme poverty,6014.8,6000
Tiền Giang,lower-middle,15685.066666666666,6000
Tiền Giang,normal,1668837.8666666667,6000
Tiền Giang,upper-middle,73419.26666666666,6000
Trà Vinh,extreme poverty,5096.866666666667,6000
Trà Vinh,lower-middle,5450.2,6000
Trà Vinh,normal,908991.2,6000
Trà Vinh,upper-middle,56099.73333333334,6000
Tuyên Quang,extreme poverty,10490.133333333333,6000
Tuyên Quang,lower-middle,19397.733333333334,6000
Tuyên Quang,normal,726797.8,6000
Tuyên Quang,upper-middle,47836.333333333336,6000
Tây Ninh,extreme poverty,1294.1333333333334,6000
Tây Ninh,normal,1108558.1333333333,6000
Tây Ninh,upper-middle,19656.733333333334,6000
Vĩnh Long,extreme poverty,1694,6000
Vĩnh Long,lower-middle,7965.6,6000
Vĩnh Long,normal,988164.8,6000
Vĩnh Long,upper-middle,73935.6,6000
Vĩnh Phúc,extreme poverty,6701.2,6000
Vĩnh Phúc,lower-middle,1398.4,6000
Vĩnh Phúc,normal,1163257.4,6000
Vĩnh Phúc,upper-middle,35237,6000
Yên Bái,extreme poverty,7436.066666666667,6000
Yên Bái,lower-middle,10790.333333333334,6000
Yên Bái,normal,776818.5333333333,6000
Yên Bái,upper-middle,78590.06666666667,6000
Điện Biên,extreme poverty,11770.666666666668,6000
Điện Biên,lower-middle,50110.73333333333,6000
Điện Biên,normal,391548.5333333333,6000
Điện Biên,upper-middle,156276.06666666668,6000
Đà Nẵng,normal,1190414,6000
Đắk Lắk,extreme poverty,18644.2,6000
Đắk Lắk,lower-middle,22346.733333333334,6000
Đắk Lắk,normal,1616218.0666666667,6000
Đắk Lắk,upper-middle,189237,6000
Đắk Nông,extreme poverty,9539.533333333333,6000
Đắk Nông,lower-middle,10712.8,6000
Đắk Nông,normal,580267.6,6000
Đắk Nông,upper-middle,58069.066666666666,6000
Đồng Nai,extreme poverty,2499.2,6000
Đồng Nai,normal,3018463.6666666665,6000
Đồng Nai,upper-middle,19872.13333333333,6000
Đồng Tháp,extreme poverty,1819,6000
Đồng Tháp,normal,1526271.7333333334,6000
Đồng Tháp,upper-middle,18126.266666666666,6000
An Giang,lower-middle,2130.9333333333334,7000
An Giang,normal,1864324.0666666667,7000
An Giang,upper-middle,32247,7000
Bà Rịa - Vũng Tàu,extreme poverty,4204,7000
Bà Rịa - Vũng Tàu,lower-middle,2125.0666666666666,7000
Bà Rịa - Vũng Tàu,normal,1120526.4,7000
Bà Rịa - Vũng Tàu,upper-middle,26803.533333333333,7000
Bình Dương,normal,2807570.2666666666,7000
Bình Dương,upper-middle,9950.733333333334,7000
Bình Phước,extreme poverty,3181.4,7000
Bình Phước,lower-middle,3966.5333333333333,7000
Bình Phước,normal,984723.3333333334,7000
Bình Phước,upper-middle,17236.733333333334,7000
Bình Thuận,normal,1223288,7000
Bình Định,extreme poverty,34628.53333333333,7000
Bình Định,lower-middle,14164.333333333334,7000
Bình Định,normal,1328842.6666666667,7000
Bình Định,upper-middle,104223.46666666667,7000
Bạc Liêu,extreme poverty,4156.533333333333,7000
Bạc Liêu,lower-middle,2845.0666666666666,7000
Bạc Liêu,normal,862942.1333333333,7000
Bạc Liêu,upper-middle,21572.266666666666,7000
Bắc Giang,extreme poverty,6323.866666666667,7000
Bắc Giang,lower-middle,7987.466666666667,7000
Bắc Giang,normal,1721489.2666666666,7000
Bắc Giang,upper-middle,38351.4,7000
Bắc Kạn,extreme poverty,28899.133333333335,7000
Bắc Kạn,lower-middle,29378,7000
Bắc Kạn,normal,211062.66666666666,7000
Bắc Kạn,upper-middle,43018.2,7000
Bắc Ninh,extreme poverty,6879.333333333333,7000
Bắc Ninh,lower-middle,9515,7000
Bắc Ninh,normal,1522580.1333333333,7000
Bắc Ninh,upper-middle,15266.533333333333,7000
Bến Tre,extreme poverty,11504,7000
Bến Tre,lower-middle,25890.933333333334,7000
Bến Tre,normal,1082681.4666666666,7000
Bến Tre,upper-middle,79575.6,7000
Cao Bằng,extreme poverty,27941.666666666668,7000
Cao Bằng,lower-middle,41856,7000
Cao Bằng,normal,379100.06666666665,7000
Cao Bằng,upper-middle,84316.26666666666,7000
Cà Mau,extreme poverty,9059.733333333334,7000
Cà Mau,lower-middle,30502.8,7000
Cà Mau,normal,1042522.0666666667,7000
Cà Mau,upper-middle,65921.4,7000
Cần Thơ,extreme poverty,1632,7000
Cần Thơ,lower-middle,2009.3333333333333,7000
Cần Thơ,normal,1427291.7333333334,7000
Cần Thơ,upper-middle,17712.933333333334,7000
Gia Lai,extreme poverty,46023.4,7000
Gia Lai,lower-middle,50646.13333333333,7000
Gia Lai,normal,1308843.4666666668,7000
Gia Lai,upper-middle,205943,7000
Hoà Bình,extreme poverty,4539.066666666667,7000
Hoà Bình,lower-middle,25576.733333333334,7000
Hoà Bình,normal,761160.4,7000
Hoà Bình,upper-middle,47166.8,7000
Hà Giang,extreme poverty,37454.066666666666,7000
Hà Giang,lower-middle,71501.86666666667,7000
Hà Giang,normal,641139.1333333333,7000
Hà Giang,upper-middle,133386.93333333332,7000
Hà Nam,extreme poverty,4844.066666666667,7000
Hà Nam,lower-middle,4383.266666666666,7000
Hà Nam,normal,800859.4666666667,7000
Hà Nam,upper-middle,29229.2,7000
Hà Nội,extreme poverty,11721,7000
Hà Nội,lower-middle,15657.8,7000
Hà Nội,normal,8547388.2,7000
Hà Nội,upper-middle,131668,7000
Hà Tĩnh,extreme poverty,16828.266666666666,7000
Hà Tĩnh,lower-middle,25018,7000
Hà Tĩnh,normal,1114055.8,7000
Hà Tĩnh,upper-middle,105191.93333333333,7000
Hưng Yên,extreme poverty,21758.333333333332,7000
Hưng Yên,lower-middle,5597.066666666667,7000
Hưng Yên,normal,1334876.2666666666,7000
Hưng Yên,upper-middle,36950.333333333336,7000
Hải Dương,extreme poverty,11834.066666666666,7000
Hải Dương,lower-middle,14047.133333333333,7000
Hải Dương,normal,2094290.8,7000
Hải Dương,upper-middle,42235,7000
Hải Phòng,extreme poverty,13132.133333333333,7000
Hải Phòng,lower-middle,15116.466666666667,7000
Hải Phòng,normal,1948759.5999999999,7000
Hải Phòng,upper-middle,51733.8,7000
Hậu Giang,extreme poverty,4398.866666666667,7000
Hậu Giang,lower-middle,10575.666666666666,7000
Hậu Giang,normal,604526.6666666666,7000
Hậu Giang,upper-middle,38596.8,7000
Hồ Chí Minh,normal,8794113,7000
Khánh Hòa,normal,1192853,7000
Kiên Giang,extreme poverty,2383.6,7000
Kiên Giang,lower-middle,8458.866666666667,7000
Kiên Giang,normal,1720966.7333333334,7000
Kiên Giang,upper-middle,36644.8,7000
Kon Tum,extreme poverty,15984.066666666666,7000
Kon Tum,lower-middle,19704.933333333334,7000
Kon Tum,normal,478945.4,7000
Kon Tum,upper-middle,38701.6,7000
Lai Châu,extreme poverty,18964.933333333334,7000
Lai Châu,lower-middle,38883.46666666667,7000
Lai Châu,normal,336115.26666666666,7000
Lai Châu,upper-middle,79466.33333333333,7000
Long An,extreme poverty,6947.0666666666675,7000
Long An,normal,1631357.2666666666,7000
Long An,upper-middle,35557.666666666664,7000
Lào Cai,extreme poverty,8310.666666666666,7000
Lào Cai,lower-middle,22292.266666666666,7000
Lào Cai,normal,622539.1333333333,7000
Lào Cai,upper-middle,100883.93333333333,7000
Lâm Đồng,extreme poverty,1725.2,7000
Lâm Đồng,lower-middle,15453.6,7000
Lâm Đồng,normal,1237153.9333333333,7000
Lâm Đồng,upper-middle,48728.26666666666,7000
Lạng Sơn,extreme poverty,6522.866666666667,7000
Lạng Sơn,lower-middle,25743.333333333332,7000
Lạng Sơn,normal,576559.2,7000
Lạng Sơn,upper-middle,109952.6,7000
Nam Định,extreme poverty,3642.2,7000
Nam Định,lower-middle,16902.933333333334,7000
Nam Định,normal,1675827.9333333333,7000
Nam Định,upper-middle,85350.93333333333,7000
Nghệ An,extreme poverty,42935.066666666666,7000
Nghệ An,lower-middle,37251.333333333336,7000
Nghệ An,normal,2692925,7000
Nghệ An,upper-middle,241752.6,7000
Ninh Bình,extreme poverty,5256.2,7000
Ninh Bình,lower-middle,11310.066666666666,7000
Ninh Bình,normal,959082.6666666666,7000
Ninh Bình,upper-middle,26277.066666666666,7000
Ninh Thuận,extreme poverty,18846.4,7000
Ninh Thuận,lower-middle,14559.533333333333,7000
Ninh Thuận,normal,542011.2666666667,7000
Ninh Thuận,upper-middle,41599.8,7000
Phú Thọ,extreme poverty,22000.066666666666,7000
Phú Thọ,lower-middle,29539.6,7000
Phú Thọ,normal,1405196.5333333334,7000
Phú Thọ,upper-middle,68296.8,7000
Phú Yên,extreme poverty,12646.266666666666,7000
Phú Yên,lower-middle,4293.333333333334,7000
Phú Yên,normal,805262.2,7000
Phú Yên,upper-middle,37938.2,7000
Quảng Bình,extreme poverty,31963.266666666666,7000
Quảng Bình,lower-middle,16145,7000
Quảng Bình,normal,739914.2666666666,7000
Quảng Bình,upper-middle,29540.466666666667,7000
Quảng Nam,extreme poverty,12059.2,7000
Quảng Nam,lower-middle,24960.4,7000
Quảng Nam,normal,1382564.9333333333,7000
Quảng Nam,upper-middle,65056.46666666667,7000
Quảng Ngãi,extreme poverty,16045.866666666667,7000
Quảng Ngãi,lower-middle,23086.4,7000
Quảng Ngãi,normal,1067418.0666666667,7000
Quảng Ngãi,upper-middle,86015.66666666667,7000
Quảng Ninh,extreme poverty,10715.933333333334,7000
Quảng Ninh,lower-middle,5874,7000
Quảng Ninh,normal,1326646.6666666667,7000
Quảng Ninh,upper-middle,12148.400000000001,7000
Quảng Trị,extreme poverty,8581.6,7000
Quảng Trị,lower-middle,9977.4,7000
Quảng Trị,normal,614855.1333333333,7000
Quảng Trị,upper-middle,33143.86666666667,7000
Sóc Trăng,extreme poverty,1410,7000
Sóc Trăng,lower-middle,18265.399999999998,7000
Sóc Trăng,normal,1042328.2666666667,7000
Sóc Trăng,upper-middle,50693.333333333336,7000
Sơn La,extreme poverty,70002.73333333334,7000
Sơn La,lower-middle,83770.06666666667,7000
Sơn La,normal,889132.1333333333,7000
Sơn La,upper-middle,212101.06666666668,7000
Thanh Hóa,normal,3557610,7000
Thái Bình,lower-middle,1056,7000
Thái Bình,normal,1579845.3333333333,7000
Thái Bình,upper-middle,47335.666666666664,7000
Thái Nguyên,extreme poverty,1332.8,7000
Thái Nguyên,lower-middle,3681.6,7000
Thái Nguyên,normal,1236045.8666666667,7000
Thái Nguyên,upper-middle,51947.73333333333,7000
Thừa Thiên Huế,extreme poverty,7736.866666666667,7000
Thừa Thiên Huế,lower-middle,17616.666666666668,7000
Thừa Thiên Huế,normal,1064319.2666666666,7000
Thừa Thiên Huế,upper-middle,48102.2,7000
Tiền Giang,extreme poverty,8210,7000
Tiền Giang,lower-middle,13489.866666666667,7000
Tiền Giang,normal,1666579.7333333334,7000
Tiền Giang,upper-middle,75677.4,7000
Trà Vinh,extreme poverty,6739.066666666667,7000
Trà Vinh,lower-middle,9394.2,7000
Trà Vinh,normal,904533.8666666667,7000
Trà Vinh,upper-middle,54970.86666666667,7000
Tuyên Quang,extreme poverty,13180,7000
Tuyên Quang,lower-middle,19912.066666666666,7000
Tuyên Quang,normal,724258.4666666667,7000
Tuyên Quang,upper-middle,47171.46666666667,7000
Tây Ninh,extreme poverty,1294.1333333333334,7000
Tây Ninh,normal,1108558.1333333333,7000
Tây Ninh,upper-middle,19656.733333333334,7000
Vĩnh Long,extreme poverty,3430,7000
Vĩnh Long,lower-middle,8066.266666666666,7000
Vĩnh Long,normal,986685,7000
Vĩnh Long,upper-middle,73578.73333333334,7000
Vĩnh Phúc,extreme poverty,6701.2,7000
Vĩnh Phúc,lower-middle,1398.4,7000
Vĩnh Phúc,normal,1158685.2,7000
Vĩnh Phúc,upper-middle,39809.2,7000
Yên Bái,extreme poverty,10497.2,7000
Yên Bái,lower-middle,17225.866666666665,7000
Yên Bái,normal,771577.8,7000
Yên Bái,upper-middle,74334.13333333333,7000
Điện Biên,extreme poverty,15428.4,7000
Điện Biên,lower-middle,59506.73333333334,7000
Điện Biên,normal,383460.8,7000
Điện Biên,upper-middle,151310.06666666668,7000
Đà Nẵng,normal,1190414,7000
Đắk Lắk,extreme poverty,20710.6,7000
Đắk Lắk,lower-middle,24235.533333333333,7000
Đắk Lắk,normal,1607333.9333333333,7000
Đắk Lắk,upper-middle,194165.93333333332,7000
Đắk Nông,extreme poverty,9539.533333333333,7000
Đắk Nông,lower-middle,11937.8,7000
Đắk Nông,normal,575863.0666666667,7000
Đắk Nông,upper-middle,61248.6,7000
Đồng Nai,extreme poverty,2499.2,7000
Đồng Nai,normal,3014950.0666666664,7000
Đồng Nai,upper-middle,23385.733333333334,7000
Đồng Tháp,extreme poverty,1819,7000
Đồng Tháp,normal,1526271.7333333334,7000
Đồng Tháp,upper-middle,18126.266666666666,7000
An Giang,lower-middle,2130.9333333333334,8000
An Giang,normal,1864324.0666666667,8000
An Giang,upper-middle,32247,8000
Bà Rịa - Vũng Tàu,extreme poverty,4204,8000
Bà Rịa - Vũng Tàu,lower-middle,2125.0666666666666,8000
Bà Rịa - Vũng Tàu,normal,1116530,8000
Bà Rịa - Vũng Tàu,upper-middle,30799.933333333334,8000
Bình Dương,normal,2807570.2666666666,8000
Bình Dương,upper-middle,9950.733333333334,8000
Bình Phước,extreme poverty,3181.4,8000
Bình Phước,lower-middle,3966.5333333333333,8000
Bình Phước,normal,981576.9333333333,8000
Bình Phước,upper-middle,20383.133333333335,8000
Bình Thuận,normal,1223288,8000
Bình Định,extreme poverty,37695.73333333334,8000
Bình Định,lower-middle,18415.266666666666,8000
Bình Định,normal,1320712.9333333333,8000
Bình Định,upper-middle,105035.06666666667,8000
Bạc Liêu,extreme poverty,5786.4,8000
Bạc Liêu,lower-middle,2780.666666666667,8000
Bạc Liêu,normal,861181.2666666667,8000
Bạc Liêu,upper-middle,21767.666666666668,8000
Bắc Giang,extreme poverty,6323.866666666667,8000
Bắc Giang,lower-middle,9967.466666666667,8000
Bắc Giang,normal,1719509.2666666666,8000
Bắc Giang,upper-middle,38351.4,8000
Bắc Kạn,extreme poverty,35215.86666666667,8000
Bắc Kạn,lower-middle,27546.266666666666,8000
Bắc Kạn,normal,210475.73333333334,8000
Bắc Kạn,upper-middle,39120.13333333333,8000
Bắc Ninh,extreme poverty,6879.333333333333,8000
Bắc Ninh,lower-middle,9515,8000
Bắc Ninh,normal,1517332.8,8000
Bắc Ninh,upper-middle,20513.866666666665,8000
Bến Tre,extreme poverty,13933.6,8000
Bến Tre,lower-middle,28477.333333333332,8000
Bến Tre,normal,1080946.6,8000
Bến Tre,upper-middle,76294.46666666666,8000
Cao Bằng,extreme poverty,36188.066666666666,8000
Cao Bằng,lower-middle,40789.86666666667,8000
Cao Bằng,normal,372271.26666666666,8000
Cao Bằng,upper-middle,83964.8,8000
Cà Mau,extreme poverty,12200.533333333333,8000
Cà Mau,lower-middle,28690.8,8000
Cà Mau,normal,1041024.4666666667,8000
Cà Mau,upper-middle,66090.2,8000
Cần Thơ,extreme poverty,1632,8000
Cần Thơ,lower-middle,2009.3333333333333,8000
Cần Thơ,normal,1427291.7333333334,8000
Cần Thơ,upper-middle,17712.933333333334,8000
Gia Lai,extreme poverty,48604,8000
Gia Lai,lower-middle,59569.066666666666,8000
Gia Lai,normal,1298292.2,8000
Gia Lai,upper-middle,204990.73333333334,8000
Hoà Bình,extreme poverty,5485.6,8000
Hoà Bình,lower-middle,27433.8,8000
Hoà Bình,normal,757264.6,8000
Hoà Bình,upper-middle,48259,8000
Hà Giang,extreme poverty,49855.933333333334,8000
Hà Giang,lower-middle,65924.8,8000
Hà Giang,normal,630636.4666666667,8000
Hà Giang,upper-middle,137064.8,8000
Hà Nam,extreme poverty,4844.066666666667,8000
Hà Nam,lower-middle,4383.266666666666,8000
Hà Nam,normal,799326.1333333333,8000
Hà Nam,upper-middle,30762.533333333333,8000
Hà Nội,extreme poverty,11721,8000
Hà Nội,lower-middle,22219.13333333333,8000
Hà Nội,normal,8538256,8000
Hà Nội,upper-middle,134238.86666666667,8000
Hà Tĩnh,extreme poverty,16828.266666666666,8000
Hà Tĩnh,lower-middle,28750.933333333334,8000
Hà Tĩnh,normal,1104688.6666666667,8000
Hà Tĩnh,upper-middle,110826.13333333333,8000
Hưng Yên,extreme poverty,21758.333333333332,8000
Hưng Yên,lower-middle,8547.866666666667,8000
Hưng Yên,normal,1333147.7333333334,8000
Hưng Yên,upper-middle,35728.066666666666,8000
Hải Dương,extreme poverty,11834.066666666666,8000
Hải Dương,lower-middle,20027.666666666668,8000
Hải Dương,normal,2090753.9333333333,8000
Hải Dương,upper-middle,39791.333333333336,8000
Hải Phòng,extreme poverty,17101.8,8000
Hải Phòng,lower-middle,13933.466666666667,8000
Hải Phòng,normal,1947051.1333333333,8000
Hải Phòng,upper-middle,50655.6,8000
Hậu Giang,extreme poverty,4785.266666666666,8000
Hậu Giang,lower-middle,10189.266666666666,8000
Hậu Giang,normal,603599,8000
Hậu Giang,upper-middle,39524.46666666667,8000
Hồ Chí Minh,normal,8794113,8000
Khánh Hòa,normal,1192853,8000
Kiên Giang,extreme poverty,4477.4,8000
